genre,rating,rating_group,movie
Action,5.828057399871493,5,"['Mission: Impossible - Dead Reckoning Part One' 'Sound of Freedom'
 'They Cloned Tyrone' ... 'Merupudadi' 'Fort Doom' 'Last Words']"
Adventure,5.936001517450682,5,"['Mission: Impossible - Dead Reckoning Part One' 'The Flash'
 'Transformers: Rise of the Beasts' ... 'Kodama Simham'
 'Buck and the Magic Bracelet' 'Aballay, el hombre sin miedo']"
Animation,6.393315143246931,6,"['Miraculous - Le film' 'Resident Evil: Death Island'
 'Justice League: Warworld' 'Suzume no Tojimari' 'The Incredibles'
 'Mononoke-hime' 'Incredibles 2'
 'Captain Underpants: The First Epic Movie' 'Rango' 'Akira'
 'The Lego Batman Movie' 'Dragon Ball Super: Super Hero' 'Lightyear'
 'One Piece Film Red' 'Gekijouban Jujutsu Kaisen 0' 'TMNT' 'Megamind'
 'The Iron Giant' 'PAW Patrol: The Movie'
 'How to Train Your Dragon: The Hidden World' '9' 'Kôkaku kidôtai'
 'How to Train Your Dragon 2' 'The Lego Movie 2: The Second Part'
 'Resident Evil: Vendetta'
 'Justice League x RWBY: Super Heroes and Huntsmen Part One'
 'Kung Fu Panda 2' 'Kimetsu no Yaiba: Mugen Ressha-Hen'
 'The Adventures of Tintin' ""Chip 'n Dale: Rescue Rangers""
 'Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village' 'Beowulf'
 'The Witcher: Nightmare of the Wolf'
 'Justice League: The Flashpoint Paradox' 'Rise of the Guardians'
 'Black Clover: Sword of the Wizard King' 'Injustice'
 'The Transformers: The Movie' 'Kubo and the Two Strings'
 'Legion of Super-Heroes' 'Batman: Under the Red Hood' 'Epic'
 'Resident Evil: Damnation'
 'Batman and Superman: Battle of the Super Sons'
 'Resident Evil: Degeneration' 'Doragon bôru chô: Burorî'
 'Batman: The Killing Joke' 'Mortal Kombat Legends: Snow Blind'
 'Batman: The Long Halloween, Part One' 'Yôjû toshi' 'Justice League Dark'
 'Jûbê ninpûchô' ""Legend of the Guardians: The Owls of Ga'Hoole""
 'Justice League: War' 'Jimmy Neutron: Boy Genius'
 'Psycho-Pass: Providence'
 'Gekijô-ban poketto monsutâ - Myûtsû no gyakushû' 'G-Force'
 ""Mortal Kombat Legends: Scorpion's Revenge"" 'Star Wars: The Clone Wars'
 'Batman: The Dark Knight Returns, Part 1' 'Foodfight!'
 'Mortal Kombat Legends: Battle of the Realms'
 'Batman: The Long Halloween' 'Batman: Hush' 'America: The Motion Picture'
 'Batman and Harley Quinn' 'Astro Boy'
 'Batman: The Long Halloween, Part Two' 'Green Lantern: Beware My Power'
 'Batman vs Teenage Mutant Ninja Turtles' 'Suicide Squad: Hell to Pay'
 'Justice Society: World War II' 'Batman Beyond: Return of the Joker'
 'Unicorn Wars' 'Batman: The Dark Knight Returns, Part 2'
 'Kingsglaive: Final Fantasy XV' 'The Haunted World of El Superbeasto'
 'Teen Titans: The Judas Contract' 'Rupan sansei: Kariosutoro no shiro'
 'Justice League: Doom' 'Sutorîto faitâ II gekijô-ban'
 'Batman: Death in the Family' 'Tarzan' 'Coonskin'
 'Boku no Hero Academia: World Heroes Mission'
 'Batman: Gotham by Gaslight' 'Superman: Red Son'
 'Justice League vs. Teen Titans' 'Superman: Man of Tomorrow'
 'Batman Ninja' 'Son of Batman' 'Constantine: City of Demons' 'Baburu'
 'Mars Needs Moms' 'Batman: The Dark Knight Returns' 'Batman vs. Robin'
 'Justice League: The New Frontier' 'Reign of the Supermen'
 'Batman: Bad Blood' 'Samâ uôzu' 'Justice League: Throne of Atlantis'
 'Superman/Batman: Apocalypse' 'G.I. Joe: The Movie'
 'Cats & Dogs: The Revenge of Kitty Galore' 'Batman: Soul of the Dragon'
 'Tekkon kinkurîto' 'Catwoman: Hunted'
 'Dragon Ball Z: Doragon bôru Z - Kami to Kami' 'Bakemono no ko'
 'Gekijouban Sword Art Online the Movie: Progressive - Kuraki Yuuyami no Scherzo'
 'Lupin III: The First' 'Ultramarines: A Warhammer 40,000 Movie'
 'Wonder Woman' 'Suchîmubôi' 'Justice League vs. the Fatal Five'
 'Justice League: Gods and Monsters' 'Superman/Batman: Public Enemies'
 'All-Star Superman'
 'My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu'
 'Promare: Puromea' 'Code Geass: Fukkatsu No Lelouch'
 'Gekijôban Sword Art Online Progressive Hoshi naki yoru no Aria'
 'Batman: Return of the Caped Crusaders' 'Kôkaku kidôtai 2.0'
 'Gekijô-ban poketto monsutâ: Kesshô-tô no teiô'
 'Boku no hîrô akademia THE MOVIE ~ 2-ri no eiyû ~' 'Appurushîdo'
 'Lily C.A.T.' 'Batman vs. Two-Face' 'Makai toshi: Shinjuku'
 'Bai She 2: Qing She jie qi'
 'Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta'
 'Gekijôban Tensei shitara slime datta ken' 'Superman: Unbound'
 'Gekijouban Bishoujo Senshi Sailor Moon Eternal' 'Yu-Gi-Oh! The Movie'
 'Superman vs. The Elite' 'Deathstroke Knights & Dragons: The Movie'
 'Terra' 'Xi you ji zhi da sheng gui lai'
 'Dragon Ball: Shenron no Densetsu' 'Blood: The Last Vampire'
 'Cats & Dogs 3: Paws Unite' 'Dragonlance: Dragons of Autumn Twilight'
 'Green Lantern: First Flight' 'Ruben Brandt, a gyujto'
 'The Powerpuff Girls Movie' 'Gekijô-ban - Bishôjo senshi Sêrâ Mûn R'
 'Starchaser: The Legend of Orin' 'LEGO Star Wars Summer Vacation'
 'Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono'
 'Xin shen bang: Yang Jian' ""Todd McFarlane's Spawn"" 'Renaissance'
 'Ekkusu' 'Xin shen bang: Ne Zha chong sheng'
 'Digimon Adventure: Last Evolution Kizuna'
 'Gekijô-ban - Bishôjo senshi Sêrâ Mûn S'
 'Kureyon Shinchan: Gekitotsu Rakugakingudamu to Hobo Shi-Ri no Yusha'
 'Appurushido: Ekusu makina'
 'Bishôjo senshi Sêrâ Mûn super S: Sêrâ 9 senshi shûketsu! Burakku dorîmu hôru no kiseki'
 'Bright: Samurai Soul'
 'One Piece: Episode of Alabaster - Sabaku no Ojou to Kaizoku Tachi'
 'Hercules and Xena - The Animated Movie: The Battle for Mount Olympus'
 'Krishna Aur Kans' 'Iron Man & Hulk: Heroes United'
 'The Lego Star Wars Holiday Special'
 'Eiga Doraemon: Nobita to kiseki no shima - Animaru adobenchâ'
 'Elemental' 'Strays' 'Sen to Chihiro no kamikakushi' 'Fantastic Mr. Fox'
 'Toy Story' 'Hauru no ugoku shiro' 'The Lion King' 'The Bad Guys'
 'Toy Story 3' 'WALL·E' 'Isle of Dogs' 'Turning Red' 'Luca' 'Toy Story 4'
 'Who Framed Roger Rabbit' 'Hotel Transylvania' 'Enchanted'
 'Puss in Boots' 'Rio' 'Wreck-It Ralph' 'Disenchanted' 'Cars 3'
 ""The Emperor's New Groove"" 'Monsters University'
 'The Secret Life of Pets' 'The Boss Baby' 'The Jungle Book'
 'Space Jam: A New Legacy' 'Home' 'The Sea Beast' 'Gake no ue no Ponyo'
 'Onward' 'Tom and Jerry' 'The Good Dinosaur' 'Space Jam'
 'The Book of Life' 'A Goofy Movie' 'Alvin and the Chipmunks'
 'Fire and Ice' 'The Land Before Time' 'FernGully: The Last Rainforest'
 'Shrek Forever After' 'Kaze no tani no Naushika' 'The Emoji Movie'
 'The AristoCats' 'The Polar Express' 'Tenkû no shiro Rapyuta'
 'Apollo 10 1/2: A Space Age Adventure' 'Clifford the Big Red Dog'
 'Ferdinand' 'Meet the Robinsons' 'The Smurfs'
 'The Boss Baby: Family Business' 'The Croods: A New Age' 'Wish Dragon'
 'Turbo' 'James and the Giant Peach' 'Chicken Little' 'The Simpsons Movie'
 'Hotel Transylvania 2' 'Hotel Transylvania 3: Summer Vacation'
 'Mr. Peabody & Sherman' 'Karigurashi no Arietti' 'Scoob!' 'UglyDolls'
 'Garfield' 'Oliver & Company' 'Ice Age: The Meltdown'
 ""The Magician's Elephant"" 'Alvin and the Chipmunks: The Squeakquel'
 'Ryû to sobakasu no hime' 'Planes'
 'The SpongeBob Movie: Sponge on the Run' 'Arthur et les Minimoys'
 'The Lord of the Rings' 'The Secret of NIMH' 'Rio 2'
 'Smurfs: The Lost Village' 'Kurenai no buta'
 'Alvin and the Chipmunks: Chipwrecked' 'Neko no ongaeshi'
 'Wendell & Wild' 'Barnyard' 'My Little Pony: The Movie' 'Tinker Bell'
 'The Smurfs 2' 'Strange Magic' 'The Brave Little Toaster'
 'Alvin and the Chipmunks: The Road Chip' 'The Swan Princess'
 'Stuart Little 2' 'Song of the Sea' 'A Christmas Carol' 'Gedo senki'
 'Tom and Jerry: The Movie' 'Hop' 'Woody Woodpecker' 'Balto'
 'Scooby-Doo on Zombie Island' 'The Peanuts Movie'
 'The Adventures of Rocky & Bullwinkle' 'Le Petit Prince' 'The Ant Bully'
 'Planes: Fire & Rescue' 'Playmobil: The Movie'
 'Les triplettes de Belleville' 'Yogi Bear'
 'Scooby-Doo! Curse of the Lake Monster' 'Garfield: A Tale of Two Kitties'
 'The Lion King 1½' 'The Wild' 'Sherlock Gnomes' 'The Pirate Fairy'
 'The Plague Dogs' 'Missing Link' ""The Little Mermaid: Ariel's Beginning""
 ""My Father's Dragon"" 'Mickey, Donald, Goofy: The Three Musketeers'
 'Âya to majo' 'Toki o kakeru shôjo' 'Trouble' 'Tôkyô goddofâzâzu'
 'Un monstre à Paris' 'Once Upon a Forest' 'Wonder Park' 'The Nut Job'
 'Escape from Planet Earth' ""Surf's Up 2: WaveMania"" 'The Jungle Book 2'
 'The Loud House' 'Tinker Bell and the Legend of the NeverBeast'
 'The Star' 'Bambi II' 'Ame o tsugeru hyôryû danchi' 'Valiant'
 'Le sommet des dieux' 'Arthur et la vengeance de Maltazard'
 'Mirai no Mirai' 'Arthur 3: la guerre des deux mondes' 'Early Man'
 'Mia and Me: The Hero of Centopia'
 'Phineas and Ferb the Movie: Candace Against the Universe' 'Free Birds'
 'Casper Meets Wendy' 'Rock Dog' 'Brother Bear 2'
 'Sayonara no asa ni yakusoku no hana o kazarô' 'Gnome Alone'
 'Scrooge: A Christmas Carol' 'Hoshi o ou kodomo'
 'The Nut Job 2: Nutty by Nature' 'Tadeo Jones 3. La tabla esmeralda'
 ""Recess: School's Out"" 'Dragon Rider' 'Arctic Justice' 'Metoroporisu'
 'Finnick' 'Meari to majo no hana' 'Minions & More 1'
 'Sgt. Stubby: An American Hero' '100% Wolf' 'Trick or Treat Scooby-Doo!'
 'Hansel, Gretel i Agentstvo Magii' 'A Grand Day Out'
 'The Hunchback of Notre Dame II' 'Terra Willy: Planète inconnue'
 'Duck Duck Goose'
 'Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog'
 'The Adventures of Mark Twain' 'Metegol' 'Open Season 3' 'Pil'
 'Maya the Bee Movie' 'Around the World in 80 Days'
 'Hey Arnold! The Movie' ""The Pilgrim's Progress"" 'Party Central'
 ""Pooh's Heffalump Movie"" 'Justin and the Knights of Valour'
 'Pengin haiwei' 'Yu-Gi-Oh!: The Dark Side of Dimensions'
 'Sakasama no Patema' ""Teacher's Pet"" ""Scooby-Doo in Where's My Mummy?""
 'Cats and Peachtopia' 'The Hero of Color City' 'O Menino e o Mundo'
 'Moonbound' 'Tom and Jerry: Cowboy Up!'
 ""The Pirates Who Don't Do Anything: A VeggieTales Movie"" 'Delhi Safari'
 'The Land Before Time XIV: Journey of the Brave'
 'Shanhai Jing: Zaijian Gaoshou' 'The Swan Princess: A Fairytale Is Born'
 'Tout en haut du monde' 'Chhota Bheem Aur Krishna'
 'Waka okami wa shôgakusei!' 'Ginga tetsudô Three-Nine'
 'Avengers Confidential: Black Widow & Punisher' 'Arlo the Alligator Boy'
 'Lego Star Wars Terrifying Tales' '22 vs. Earth' 'King Tweety'
 'Taiyô no ôji: Horusu no daibôken' 'Les as de la jungle'
 'Ramayana: The Epic' 'La Leyenda del Chupacabras' 'Spark: A Space Tail'
 'Kochadaiiyaan' 'Volki i ovtsy. Khod sviney' 'Yoake tsugeru Rû no uta'
 'The Land Before Time X: The Great Longneck Migration'
 'Sekai meisaku dôwa: Hakuchô no mizûmi' 'The Outback'
 'Balto III: Wings of Change' 'Saga of Tanya the Evil Movie' 'Tabaluga'
 'War of the Worlds: Goliath' 'Little Einsteins: Our Big Huge Adventure'
 'The Greening of Whitney Brown' 'SeeFood'
 'Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy'
 'Kureyon Shinchan: Buriburi Ôkoku no hihô'
 'Candy Land: The Great Lollipop Adventure'
 'The Land Before Time XI: Invasion of the Tinysauruses'
 'Thomas & Friends: Big World! Big Adventures!'
 'Jeom-bak-i: Han-ban-do-eui Gong-ryong 3D' 'Bunyan and Babe'
 'The Smurfs: The Legend of Smurfy Hollow' 'Bhoot and Friends'
 'Cranston Academy: Monster Zone' 'Digimon Adventure tri. 5: Kyôsei'
 'Gubbai, Don Gurîzu!' 'Doraemon: Nobita no Wan Nyan Jikûden'
 'Mortal Kombat: The Journey Begins' 'Return of Hanuman'
 'The Venture Bros.: Radiant Is the Blood of the Baboon Heart'
 'The First Slam Dunk' 'Hotaru no haka' 'Coraline' 'Kimi no na wa.'
 'Hadashi no Gen' 'Pâfekuto burû' 'Tonari no Totoro'
 'The Nightmare Before Christmas' 'Marcel the Shell with Shoes On'
 'Mummies' 'Majo no takkyûbin' 'Entergalactic' 'Koe no katachi'
 'Rally Road Racers' 'A Scanner Darkly' 'Kaze tachinu' 'Tenki no ko'
 'Paprika' 'Monster House' 'South Park: Bigger, Longer & Uncut'
 'Fritz the Cat' 'La planète sauvage' 'Rumble' 'Mary and Max.'
 'Cool World' 'Mimi wo sumaseba' 'Kaguya-hime no monogatari' 'Waking Life'
 'Omoide no Marnie' 'Koto no ha no niwa' 'Evil Toons'
 'Byôsoku 5 senchimêtoru' 'Kokuriko-zaka kara' 'Frankenweenie'
 'Welcome to Marwen' 'Ôkami kodomo no Ame to Yuki'
 'Kimi no suizô o tabetai' 'Monkeybone' 'Kal Hee' 'Heavy Traffic'
 'Heisei tanuki gassen ponpoko' 'Gekijouban Violet Evergarden'
 'La tortue rouge' 'Middle School: The Worst Years of My Life' 'Flugt'
 'Pinokkio. Pravdivaya istoriya' 'Kozí príbeh' 'Kono sekai no katasumi ni'
 'Igor' 'Umi ga kikoeru' 'Sennen joyû' 'Harold and the Purple Crayon'
 'Cinderella II: Dreams Come True' 'Innocence' 'Ma vie de Courgette'
 'The Breadwinner' 'Vals Im Bashir' ""L'illusionniste"" 'The Spider Within'
 'DC Showcase: Constantine - The House of Mystery' 'The Wrong Trousers'
 'Eight Crazy Nights' 'Inu-oh' 'Happy Family'
 'Beauty and the Beast: The Enchanted Christmas'
 'The Drawn Together Movie: The Movie!' 'The Soccer Football Movie'
 'Barbie and the Secret Door' 'A Charlie Brown Christmas' 'Finding Jesus'
 'Bao' 'Inspector Sun' 'A Matter of Loaf and Death' 'A Close Shave'
 'Hôhokekyo tonari no Yamada-kun' 'Piper' 'Casper: A Spirited Beginning'
 'Stuart Little 3: Call of the Wild' 'Small Fry'
 'Night of the Animated Dead' 'Lava'
 'Vykradena pryntsesa: Ruslan i Lyudmyla'
 'Ôritsu uchûgun Oneamisu no tsubasa' 'StarDog and TurboCat'
 'Ciao Alberto' 'La leyenda de la Nahuala'
 'Titanic - La leggenda continua' 'The Simpsons in Plusaversary'
 'Monster Family 2' 'Rôjin Z' 'Christmas Carol: The Movie'
 'The Blue Umbrella' 'After Last Season' 'Bobbleheads: The Movie'
 'Eiga Entotsumachi no Puperu' 'Tripura' 'Sukai kurora'
 'I Married a Strange Person!' 'Iron Man: Rise of Technovore'
 'Don gato y su pandilla' 'LeapFrog: The Letter Factory'
 'Final Flight of the Osiris' 'The Adventures of Tom Thumb & Thumbelina'
 'Akage no An: Gurîn Gêburuzu e no michi' 'Bekushiru: 2077 Nihon sakoku'
 'Dholakpur to Kathmandu' 'Kidô senshi Gandamu: Senkô no Hasauei' '$9.99'
 'Genesis: Paradise Lost' 'Destino' 'Elliot the Littlest Reindeer'
 'Rocky and Bullwinkle' 'American Dad: The New CIA' 'Chaar Sahibzaade'
 'Disaster!' ""Bratz the Video: Starrin' & Stylin'"" 'Lifted' 'Gummi T'
 'Snack Attack' 'Banjo the Woodpile Cat' 'Pinocchio 3000'
 'Forces of Nature' 'Recess: Taking the Fifth Grade' 'My Friend Ganesha'
 'Hulk: Where Monsters Dwell' 'Purl' 'Space Chimps 2: Zartog Strikes Back'
 'Cat Burglar' 'Presto' 'Free! the Final Stroke' 'When Billie Met Lisa'
 'Get a Horse!' 'El gran milagro' 'Chhota Bheem Himalayan Adventure'
 'Furby Island' 'Ribbit' 'Koati' 'Puppy!' 'Zambezia'
 'Eiga Doraemon Shin Nobita to tetsujin heidan: Habatake tenshitachi'
 'I Am Here' 'Chicago 10' 'Los ilusionautas' 'The Princess and the Pea'
 'Feast' 'Chaar Sahibzaade 2: Rise of Banda Singh Bahadur' 'Bombay Rose'
 'Don Gato: El Inicio de la Pandilla' 'Pachamama'
 'Resan till fjäderkungens rike' 'Go Fish' 'Free! The Final Stroke Part 2'
 'Curious George: Royal Monkey' ""Miss Spider's Sunny Patch Kids""
 'Blinky Bill: The Movie' 'DC Showcase Original Shorts Collection'
 'Trinity Seven: Heavens Library & Crimson Lord'
 'Curious George: Cape Ahoy' 'Bratz Kidz: Sleep-Over Adventure'
 'Atrapa la bandera' 'Iron Man and Captain America: Heroes United'
 'Kidô senshi Gundam F91' 'Quackerz' 'Romeo & Juliet: Sealed with a Kiss'
 'Shchelkunchik i volshebnaya fleyta' 'Treasure Island'
 'Qing Wa Wang Guo Zhi Bing Dong Da Mao Xian' ""Angela's Christmas Wish""
 'Beyblade: The Movie - Fierce Battle'
 'Die Heinzels - Rückkehr der Heinzelmännchen' 'Get Squirrely'
 'Orla Frøsnapper' 'Mutant Aliens' 'Alice Júnior'
 'The Swan Princess: A Royal Wedding' 'The Adventures of Brer Rabbit'
 'Jock' 'Saishu Heiki' 'Spookley the Square Pumpkin' 'Bobby the Hedgehog'
 'Alien Xmas' 'Agent Crush' 'Marvel Super Hero Adventures: Frost Fight!'
 'Donkey Xote' 'Strawberry Shortcake: Berry Blossom Festival'
 'Howard Lovecraft and the Frozen Kingdom' 'Legend of Hallowaiian'
 'Strawberry Shortcake: The Sweet Dreams Movie' 'Cendrillon au Far West'
 'Deep' 'Mahabharat' 'Marco Macaco' 'Dilili à Paris'
 'The Dog Who Saved Christmas' 'The Swan Princess: A Royal Family Tale'
 'My Little Pony: A Very Pony Place' 'Hayop ka!' 'Roadside Romeo'
 'Snoopy Presents: For Auld Lang Syne' 'Backkom-eui Mug-jan Yeo-haeng'
 ""Casper's Haunted Christmas"" 'Gladiatori di Roma' 'Le château des singes'
 'All I Want for Christmas Is You' 'Félix et le trésor de Morgäa'
 'Henry & Me' 'Curious George: Go West, Go Wild' 'Apstjärnan'
 'Den kæmpestore bjørn' 'Revival!' ""Snoopy Presents: Lucy's School""
 'Taiho no Machi' 'Shiriusu no densetsu'
 'Aero-Troopers: The Nemeclous Crusade' 'Hakuja den'
 'Kureyon Shin-chan: Densetsu o yobu odore! Amîgo!'
 ""Doraemon: Nobita no Taiyô'ô densetsu"" ""Sanjay's Super Team""
 'Magic Arch 3D' 'The Madagascar Penguins in a Christmas Caper'
 'Angel Dog' 'The Ladybug' 'The Chubbchubbs!' 'Father Christmas'
 'Chhota Bheem and the Throne of Bali' 'Gus - Petit oiseau, grand voyage'
 'The Swan Princess: Royally Undercover' 'Dejitaru monsuta no X-shinka'
 'Uchuu no hou: Erôhimuhen' 'Chhota Bheem in the Incan Adventure'
 'Mirageman' 'Bal Ganesh' 'Pinocchio' 'Haunted Castle'
 'Franklin et le trésor du lac'
 'My Entire High School Sinking Into the Sea' ""Hanuman Da' Damdaar""
 'Twenty Something' 'The Swan Princess: Christmas'
 'La gabbianella e il gatto' ""It's the Small Things, Charlie Brown""
 'La tropa de trapo en el país donde siempre brilla el sol'
 'Toonpur Ka Superrhero' 'Black to the Moon 3D' 'Otto er et næsehorn'
 'UFO gakuen no himitsu' 'Bhai Taru Singh' 'Coded'
 'Gekijouban Sengoku Basara: The Last Party'
 'Weebles: Welcome to Weebleville' 'I Tawt I Taw a Puddy Tat'
 'The Swan Princess: Princess Tomorrow, Pirate Today!'
 'Winnie the Pooh: A Valentine for You'
 'The Swan Princess: A Royal Myztery' 'The Jungle Book: Make-A-Wish'
 'Sons of Ram' ""Daffy's Rhapsody"" 'Goopi Gawaiya Bagha Bajaiya'
 'The Great Toy Robbery']"
Biography,6.845727136431784,6,"['Sound of Freedom' 'Ford v Ferrari' 'American Sniper' ...
 'Jai Jawaan Jai Kisaan' 'Kathapurushan' 'Thiruneelakantar']"
Comedy,5.972971548998946,5,"['They Cloned Tyrone' 'The Out-Laws' 'Guardians of the Galaxy Vol. 3' ...
 'Six Gun' 'Fort Doom' 'The Great Toy Robbery']"
Crime,6.205887600356824,6,"['The Out-Laws' 'The Dark Knight' 'John Wick: Chapter 4' ...
 'Fighting with Anger' 'Big Muddy' 'Southern Tale']"
